numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
367/2025,CONSTRUÇÃO DE UMA QUADRA EM UMA EEM NO MUNICÍPIO DE CARIÚS/CE. CT 367/2025.,MARCEL  OLIVEIRA TIMBO ME,22000000,172359935.0,334,-0.596965,6,BAIXO,2025-09-09,2026-04-01 03:30:38.886382
20/2025,Serviço de Limpeza e Conservação - EEEP MARWIN - (SEFOR 1),56.938.712 NATALY DE ARAUJO FEITOSA,22000000,12000.0,60,-0.596889,6,BAIXO,2025-09-24,2026-04-01 03:30:38.886382
4/2025,AQUISIÇÃO DE SERVIÇOS DE TERCEIRO - LIMPENZA E CONSERVAÇÃO - DOUTOR SALOMÃO ALVES DE MOURA EEEP - ARACOIABA - CREDE 8,56.938.712 NATALY DE ARAUJO FEITOSA,22000000,8470.0,120,-0.596832,6,BAIXO,2025-06-23,2026-04-01 03:30:38.886382
22/2025,aquisição de Gêneros de Alimentação - EEMTI WALDEMAR FALCÃO - SEFOR 1,DANTAS & VIEIRA COMERCIO E SERVICOS LTDA,22000000,4380.0,240,-0.59675,6,BAIXO,2025-10-20,2026-04-01 03:30:38.886382
372/2025,"CONCLUSÃO DA CONSTRUÇÃO DA EEM ESTADO DE ALAGOAS (12 SALAS), NO MUNICÍPIO DE FORTALEZA - CE. CT 372/2025.",PFD DISTRIBUIDORA DE PISOS FORROS E DIVISORIAS LTDA - ME,22000000,66346262.0,273,-0.596737,6,BAIXO,2025-09-11,2026-04-01 03:30:38.886382
5/2025,SERVICO CONTABIL -  GFIP - ESCOLA E UEX:13/2025 E 01/2026 RAIS - ESCOLA E UEX DCTF - UEX ECF -UEX PESQUISA FISCAL DO CNPJ - ESCOLA E UEX - EEM DRA ALDACI BARBOSA - (SEFOR 2),PARTENAIRE CONTABILIDADE AUDITORIA E PLANEJAMENTO TRIBUTARIO SS,22000000,830.0,365,-0.596623,5,BAIXO,2025-08-07,2026-04-01 03:30:38.886382
12/2025,SERVIÇOS TÉCNICOS PROFISSIONAIS-CEJA CÍCERA GERMANO CORREIA/ (CREDE 19 - JUAZEIRO DO NORTE),PARTENAIRE CONTABILIDADE AUDITORIA E PLANEJAMENTO TRIBUTARIO SS,22000000,830.0,365,-0.596623,5,BAIXO,2025-07-21,2026-04-01 03:30:38.886382
107/2025,"Prestação de Serviços Especializados de Consultoria Técnica para Atualização do Plano Diretor Rodoviário do Estado do Ceará, Programa InfraRodoviário Ceará.",CONSORCIO COMOL/ESTRATEGICA,43200007,35568783.0,599,-0.596482,5,BAIXO,2025-06-13,2026-04-01 03:30:38.886382
,REGISTRO DE PREÇOS - MATERIAL DE CONSUMO - UTILIDADES DOMÉSTICAS (UTENSÍLIOS DE VIDROS E GARRAFAS TÉRMICAS),N MAYARA DO CARMO DE OLIVEIRA ME,57200001,2375.0,314,-0.596475,5,BAIXO,2026-02-20,2026-04-01 03:30:38.886382
06/2025,"O objeto do presente instrumento é a prestação dos serviços de alimentação para o fornecimento de
refeições destinadas aos alunos da EEEP Governador Waldemar Alcântara (Ubajara), e alunos que estejam
em intercâmbio nas ações pedagógicas, nas condições estabelecidas neste contrato e no Termo de
Referência do edital e na proposta do CONTRATADO. EMPRESA NEVAL COMERCIAL DE
ALIMENTOS LTDA ¿ ME.",NEVAL COMERCIAL DE ALIMENTOS LTDA -ME,22000000,13122000.0,730,-0.59642,5,BAIXO,2025-04-16,2026-04-01 03:30:38.886382
05/2026,SERVIÇOS TECNICO - CONTADOR - EEMTI CORONEL HUMBERTO BEZERRA - QUIXERAMOBIM - CREDE 12 -,ANTONIA VEBEANE DE ALMEIDA CONTABILIDADE,22000000,1500.0,359,-0.59614,5,BAIXO,2026-03-12,2026-04-01 03:30:38.886382
03/2025,AQUISIÇÃO - SERVIÇOS DE TERCEIROS - GRÁFICOS - EEMTI GABRIEL BEZERRA DE MORAIS - FARIAS BRITO - CREDE 19,INORD GRÁFICA & EDITORA LTDA,22000000,8500.0,120,-0.596025,5,BAIXO,2025-06-27,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 017/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a produção, a
pesquisa e a difusão nas áreas de arte e cultura de acordo com as diretrizes da Secretaria
da Cultura do Estado do Ceará, para viabilizar a gestão e operacionalização do
PROGRAMA DE APOIO AO SISTEMA ESTADUAL DE ESPAÇOS CÊNICOS E TEATROS
(SET).",INSTITUTO DRAGAO DO MAR,27200004,20000000.0,700,-0.595916,5,BAIXO,2025-12-03,2026-04-01 03:30:38.886382
168/2025,"Aquisição de 10.000 (dez mil) cartões magnéticos físicos (Card Livro), com crédito
eletrônico no valor unitário de R$ 200,00 (duzentos reais), destinados aos profissionais docentes e
gestores pedagógicos (Diretor e Coordenador Escolar) lotados nos 165 (cento e sessenta e cinco)
estabelecimentos de ensino participantes do Projeto Escolas Focalizadas 2025 - Aprendizagem
com Equidade. As unidades escolares pertencem à Rede Pública Estadual e estão distribuídas entre
as Coordenadorias Regionais de Desenvolvimento da Educação (CREDE 1 a 20) e as
Superintendências das Escolas Estaduais de Fortaleza (SEFOR 1, 2 e 3), sendo 150 (cento e
cinquenta) Escolas de Ensino Médio e 15 (quinze) Escolas Indígenas sob responsabilidade da
CREDE 1. CT 168/2025.",RPS EVENTOS LTDA,22000000,20000000.0,179,-0.595665,5,BAIXO,2025-04-09,2026-04-01 03:30:38.886382
05/2025,"O objeto do presente instrumento é a prestação dos serviços de alimentação para o fornecimento de
refeições destinadas aos alunos da EEEP Luis Gonzaga da Fonseca Mota (Amontada), e alunos que
estejam em intercâmbio nas ações pedagógicas, nas condições estabelecidas neste contrato e no Termo de
Referência do edital e na proposta do CONTRATADO. EMPRESA FORTE COMÉRCIO DE
ALIMENTOS LTDA.",FORTE COMERCIO DE ALIMENTOS EIRELI,22000000,12290400.0,730,-0.595662,4,BAIXO,2025-04-24,2026-04-01 03:30:38.886382
