numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
431/2025,"O objeto desta dispensa de licitação é a contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela
Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades
estabelecidas neste termo e seus anexos. EMPRESA SERVNAC FACILITIES
SERVICE E LOGISTICA LTDA",SERVNAC FACILITIES LTDA,22000000,2852762256.0,365,-0.701623,81,MÉDIO,2025-12-03,2026-04-01 03:30:38.886382
009/2026,"CONCLUSÃO DA RECONSTRUÇÃO DA EEMTI WALTER DE SÁ CAVALCANTE TIPO II, no município de FORTALEZA/CE. Onde será contratada a empresa a FORTCON SERVIÇOS E CONSTRUÇÕES
LTDA, 7ª colocada do RDC supracitado. CT 09/2026.",FORTCON SERVICOS E CONSTRUCOES LTDA,22000000,583775143.0,730,-0.70148,80,MÉDIO,2026-01-23,2026-04-01 03:30:38.886382
1369818,"Contratação de empresa especializada em serviços de Gerenciamento de frota, manutenção preventiva e corretiva com reposição de peças em veículos.",VOLUS INSTITUICAO DE PAGAMENTO LTDA,10100003,644902908.0,729,-0.700866,80,MÉDIO,2025-05-12,2026-04-01 03:30:38.886382
062/2025,"Tem por objeto a contratação dos serviços de
abastecimento de água tratada e de coleta de esgoto da Praça da Juventude
de Juazeiro do Norte/CE,",COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,42200001,3600000.0,1826,-0.700809,80,MÉDIO,2025-11-13,2026-04-01 03:30:38.886382
007/2026,Serviços de Manutenção/Conservação da Malha Viária do Distrito Operacional de Iguatu - CE.,CONSORCIO MACIEL / TERPA - IGUATU,43200007,2627197987.0,365,-0.700151,80,MÉDIO,2026-01-21,2026-04-01 03:30:38.886382
596/2025,"Dispensa de Licitação, cujo objeto é a Contratação de serviços em horas/ano, na categoria de Médico Generalista e Médico Especialista, para atender as necessidades das unidades de saúde da Rede SESA.",COOPERATIVA DE TRABALHO DE ATENDIMENTO PRE-HOSPITALAR LTDA COAPH,24200214,2693299572.0,365,-0.700151,80,MÉDIO,2025-06-12,2026-04-01 03:30:38.886382
198/2025,EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO E PAVIMENTAÇÃO DE VIAS DE TRÂNSITO URBANO E RODOVIÁRIO COM O OBJETIVO DE PROMOVER A SEGURANÇA DE VEÍCULOS E PEDESTRES NO ESTADO DO CEARÁ - PROGRAMA SINALIZE - DISTRITO OPERACIONAL - CRATEÚS /CE.,A.L. TEIXEIRA PINHEIRO,43200007,973701026.0,539,-0.699632,80,MÉDIO,2025-12-09,2026-04-01 03:30:38.886382
092/2025-DB3-LINKS INTERNET,CONTRATAÇÃO DE SERVIÇOS DE LINKS DE INTERNET PARA ATENDER AS NECESSIDADES DA POLÍCIA CIVIL.,DB3 SERVICOS DE TELECOMUNICACOES S.A,10100002,2446680.0,1826,-0.699243,80,MÉDIO,2025-11-11,2026-04-01 03:30:38.886382
04/2026,"Contratação de empresa especializada na disponibilização de API/Licenças de Mapas do Google, com suporte técnico pelo período de 60 (sessenta) meses, suprindo as necessidades das ferramentas desenvolvidas pela célula de desenvolvimento e manutenção desta Coordenadoria de Tecnologia da Informação e Comunicação, da Secretaria da Segurança Pública e Defesa Social do Ceará (COTIC/SSPDS/CE), nas condições estabelecidas neste contrato e no termo de referência do edital e na proposta do contratado.",TELEFONICA CLOUD E TECNOLOGIA DO BRASIL S.A,10000000,3081638.0,1826,-0.699211,80,MÉDIO,2026-02-23,2026-04-01 03:30:38.886382
251/2025,CONSTRUÇÃO DE UMA EEEM TIPO III NO MUNICÍPIO DE MARACANAÚ (LUZARDO VIANA) - CE.,CONSORCIO JL ENGENHARIA JV COELHO,22000000,789668925.0,610,-0.698783,79,MÉDIO,2025-06-16,2026-04-01 03:30:38.886382
399/2025,"O objeto do presente instrumento é a prestação dos serviços de cobertura securitária (seguro coletivo
contra acidentes pessoais), vinte e quatro horas por dia: MORTE POR ACIDENTE e INVALIDEZ
PERMANENTE TOTAL OU PARCIAL POR ACIDENTE, para assegurar estudantes cumprindo estágio
curricular, nas condições estabelecidas neste contrato e no Termo de Referência do edital e na proposta do
CONTRATADO. EMPRESA SEGURADORA S.A
INFINITE",SEGURADORA S. A. INFINITE,22000000,3000000.0,1826,-0.698738,79,MÉDIO,2025-10-24,2026-04-01 03:30:38.886382
287/2025,"Contratar através da modalidade Inexigibilidade de licitação, a empresa, Companhia Energética do Ceará, para Prestação dos Serviços de fornecimento de energia elétrica Horasazonal Azul nas instalações do Centro Integrado Multifuncional ¿ CIM, do Corpo de Bombeiros Militar do Ceará - CBMCE.",COMPANHIA ENERGETICA DO CEARA - ENEL,10100004,3000000.0,1826,-0.698738,79,MÉDIO,2025-10-09,2026-04-01 03:30:38.886382
163/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas
no edital e seus anexos. EMPRESA SERVNAC
FACILITIES SERVICE E LOGÍSTICA LTDA.",SERVNAC FACILITIES LTDA,22000000,2467787256.0,365,-0.698731,79,MÉDIO,2025-04-14,2026-04-01 03:30:38.886382
344/2025,"O objeto da licitação é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada nas unidades de ensino e
administrativas vinculadas a Secretaria da Educação, regidos pela Consolidação da Leis Trabalhistas (CLT)
para as categorias, condições e quantidades estabelecidas neste termo.",ATHOS ASSESSORIA E SERVICOS TERCEIRIZADOS EIRELI,22000000,2446615944.0,365,-0.698731,79,MÉDIO,2025-08-19,2026-04-01 03:30:38.886382
023/2025,"Tem por objeto serviços de manutenção preventiva e corretiva, com reposição de peças nos 02 (dois) gruposgeradores do Estádio Mauro Sampaio - Arena Romeirão em Juazeiro do Norte/Ce",VIP SERVICOS ODONTO MEDICOS LTDA,42000000,3237600.0,1826,-0.698388,79,MÉDIO,2025-06-16,2026-04-01 03:30:38.886382
004/2025,Apoiar a regularização fundiária rural e o desenvolvimento agrário no estado do Ceará CG IDACE/AGROPOLOS.,INSTITUTO AGROPOLOS DO CEARA,21200003,2332622973.0,364,-0.698344,79,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
55/2025,"CONTRATAÇÃO DE EMPRESA PARA MANTER O ABASTECIMENTO DE AGUA, PARA A UNIDADE DE LIMOEIRO DO NORTE, FAFIDAM.",SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE LIMOEIRO DO NORTE,31200001,3484776.0,1826,-0.698322,79,MÉDIO,2025-12-15,2026-04-01 03:30:38.886382
2026_002_0901,"Prestação dos serviços de locação de veículos automotores caracterizados, destinados ao serviço operacional, pelo período de 24 (vinte e quatro) meses, sem motoristas, livre de quilometragem, sem combustível, com seguro total e
manutenção, para atender às necessidades da Perícia Forense do Estado do Ceará - PEFOCE.",CS BRASIL FROTAS S.A.,10100007,527226336.0,730,-0.696843,79,MÉDIO,2026-02-03,2026-04-01 03:30:38.886382
278/2025,"Contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE MILHÃ ¿ SAAE DE MILHÃ, para
prestação de serviços de fornecimento de água tratada, através do procedimento de inexigibilidade de
licitação por se tratar de uma entidade que congrega as associações comunitárias com Sistema de
Abastecimento de Água e Esgoto, pertencente a referida Bacia e às circunvizinhanças, no Estado do Ceará,
é uma instituição que tem concessão para a prestação dos serviços de fornecimento de água e/ou coleta de
esgoto sanitário com exclusividade no Município de Milhã ¿ CE, conforme a Lei Municipal de Nº 005/1987,
de 03 de Maio de 1989.",SAAE DE MILHA                           ,22000000,1500000.0,1826,-0.696425,78,MÉDIO,2025-08-05,2026-04-01 03:30:38.886382
421/2025,"Constitui objeto deste a contratação do SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA
HIDROGRÁFICA DO BAIXO E MÉDIO JAGUARIBE ¿ SISAR BBJ, Associação Civil, para prestação de
serviços de fornecimento de água tratada e/ou esgotamento sanitário, por se tratar de uma entidade que
congrega as associações comunitárias com Sistema de Abastecimento de Água e Esgoto, pertencente a
referida Bacia e às circunvizinhanças no Estado do Ceará e tem concessão para a prestação dos serviços
de fornecimento de água e/ou coleta de esgoto sanitário com exclusividade no Distrito de Olho D água da
Bica no Município de Tabuleiro do Norte ¿ CE, conforme a Lei Municipal de Concessão nº2.117, de 04 de
Março de 2022. SISTEMA
INTEGRADO DE SANEAMENTO RURAL DA BACIA
HIDROGRÁFICA DO BAIXO E MÉDIO JAGUARIBE
¿ SISAR BBJ.",SIST SR DA BH DO BAIXO E MED JAGUARIBE,22000000,1500000.0,1826,-0.696425,78,MÉDIO,2025-12-05,2026-04-01 03:30:38.886382
021/2025,"Contratação da Empresa Brasileira de Correios e Telégrafos (ECT) para a prestação contínua dos
serviços de comercialização de produtos postais e adicionais, nas modalidades nacional e internacional,
correspondência e malote (correspondência agrupada), a fim de atender as necessidades
administrativas da SESPORTE",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,42000000,1500000.0,1826,-0.696425,78,MÉDIO,2025-04-25,2026-04-01 03:30:38.886382
2026000009,"Registro de Preço para Taxa por Transação (Transaction Fee), visando futuras e eventuais contratações de serviços de reserva, emissão e entrega de bilhetes de passagens aéreas no âmbito nacional e internacional e demais serviços correlatos (passagens rodoviárias interestaduais e internacionais, ferroviárias no âmbito internacional, serviços de reservas de hotéis e veículos terrestres de qualquer porte, translado, seguro de saúde e de bagagem), de acordo com as especificações e quantitativos previstos no Termo de Referência.",WEBTRIP AGENCIA DE VIAGENS E TURISMO LTDA,41000000,2399999998.0,365,-0.696102,78,MÉDIO,2026-02-25,2026-04-01 03:30:38.886382
11/2025,"O objeto da licitação é a prestação dos serviços de manutenção preventiva e corretiva, com fornecimento e reposição total de peças (originais ou compatíveis), bem como remanejamento, quando necessário, incluindo instalação, desinstalação, realocação, remoção, montagem e desmontagem em centrais de ar-condicionado tipo split instaladas na sede da Secretaria da Ciência, Tecnologia e Educação Superior ¿ SECITECE e na sede da Universidade do Trabalho Digital ¿ UTD, nas condições estabelecidas neste edital e seus anexos",STARC ARCONDICIONADO E REFRIGERACAO LTDA,31000000,2253920.0,1826,-0.695959,78,MÉDIO,2025-07-04,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 011/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão da ESCOLA VILA DA MÚSICA - EVM.",INSTITUTO DRAGAO DO MAR,27000000,508001358.0,730,-0.695901,78,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
029/2026,Serviços de Manutenção/Conservação da Malha Viária do Distrito Operacional de Itapipoca - CE.,CONSORCIO TERPA / MACIEL - ITAPIPOCA,43200007,2314016569.0,365,-0.695867,78,MÉDIO,2026-02-27,2026-04-01 03:30:38.886382
208/2025,Serviços de Manutenção/Conservação da Malha Viária do Distrito Operacional de Aracoiaba - CE.,CONSORCIO CBC INSTTALE - CONSERVA ARACOIABA,43200007,2326999955.0,365,-0.695867,78,MÉDIO,2025-12-13,2026-04-01 03:30:38.886382
241/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis
Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas no edital e seus anexos. EMPRESA SERVIARM SERVIÇO DE
VIGILÂNCIA ARMADA LTDA",SERVIARM SERVICO DE VIGILANCIA ARMADA LTDA,22000000,2313285252.0,365,-0.695867,78,MÉDIO,2025-06-23,2026-04-01 03:30:38.886382
092/2025,"Provimento de plataforma para virtualização de dados, além da contratação de serviços especializados por demanda, quantificado em USTs (Unidade de Serviço Técnico), de acordo com o contrato nº 092/2025.",EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA ETICE,19000000,74960550.0,1096,-0.69569,77,MÉDIO,2025-10-24,2026-04-01 03:30:38.886382
151/2025,CONCLUSÃO DE UMA EEEP NO MUNICÍPIO DE PARAIPABA - CE. CT 151/2025.,JT CONSTRUCAO EIRELI - EPP,22000000,751015936.0,575,-0.695246,77,MÉDIO,2025-04-08,2026-04-01 03:30:38.886382
049/2025-SUPORTE LOCAÇÃOPICKUP,CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS DESCARACTERIZADOS TIPO CAMIONETE PARA ATENDER AS NECESSIDADES DA POLÍCIA CIVIL.,SUPORTE SERVICOS E COMERCIO LTDA,10100002,167700000.0,912,-0.694651,77,MÉDIO,2025-05-02,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 012/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão da Casa de Saberes Cego Aderaldo - CSCA.",INSTITUTO DRAGAO DO MAR,27000000,471849878.0,730,-0.694573,77,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
01/2026,"Serviços de manutenção preventiva, corretiva, instalação e desinstalação dos aparelhos de ar condicionado da CGD, incluindo fornecimento total de peças (originais ou compatíveis), insumos e acessórios.",STARC ARCONDICIONADO E REFRIGERACAO LTDA,53000000,2221200.0,1826,-0.694256,77,MÉDIO,2026-03-10,2026-04-01 03:30:38.886382
029/2025,"Tem por objeto o serviços de manutenção preventiva e corretiva, com reposição de peças nos geradores do
Estádio Arena Castelão,",DIST CUMMINS DIESEL DO NORDESTE LTDA,42000000,1740000.0,1826,-0.693929,77,MÉDIO,2025-07-16,2026-04-01 03:30:38.886382
201/2025,EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO E PAVIMENTAÇÃO DE VIAS DE TRÂNSITO URBANO E RODOVIÁRIO COM O OBJETIVO DE PROMOVER A SEGURANÇA DE VEÍCULOS E PEDESTRES NO ESTADO DO CEARÁ - PROGRAMA SINALIZE - DISTRITO OPERACIONAL - TAÚA/CE.,ELETROCAMPO SERVIÇOS E CONSTRUÇÕES LTDA,43200007,809177223.0,539,-0.693842,77,MÉDIO,2025-12-16,2026-04-01 03:30:38.886382
CO/PRJ/013/2025,"Aquisição de 02 (dois) servidores 1D - Armazenamento de Objetos - DataCore Swarm, XFusion/Zoom Industry Modelo 2288H V7, conforme Ata de Registro de Preços nº 90009/2024, do Tribunal Regional Federal da 4ª Região (TRF/RS), e Pregão Eletrônico nº 28/2024.",ZOOM TECNOLOGIA LTDA,13200001,1840000.0,1826,-0.693138,77,MÉDIO,2025-11-04,2026-04-01 03:30:38.886382
031/2025,CONTRATAÇÃO DE SERVIÇO DE FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO PARA A MATRÍCULA N° 2380-4,SERVIÇO AUTONOMO DE AGUA E ESGOTO DE SOBRAL ,31200002,51720.0,3652,-0.692546,77,MÉDIO,2025-07-28,2026-04-01 03:30:38.886382
146/2025,"Constitui objeto deste a contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE DE
QUIXELÔ, entidade autárquica municipal, para prestação de serviços de fornecimento de água tratada e/ou
coleta de esgoto sanitário para atender a demanda das Unidades Vinculadas à Secretaria da Educação ¿
SEDUC, no Município de Quixelô.",SAAE DE QUIXELO,22000000,2171259.0,1826,-0.692267,76,MÉDIO,2025-04-08,2026-04-01 03:30:38.886382
45/2025,CONTRATAÇÃO DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS (ECT) PARA A PRESTAÇÃO DE SERVIÇOS E VENDA DE PRODUTOS POSTAIS E TELEMÁTICOS PARA ATENDER AS DEMANDAS DA UNIVERSIDADE ESTADUAL VALE DO ACARAÚ - UVA,EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,31200002,1750000.0,1826,-0.691921,76,MÉDIO,2026-01-12,2026-04-01 03:30:38.886382
004/2026,"contratação de empresa especializada para prestar o serviço de levantamento, identificação, georreferenciamento, certificação (para imóveis até 200 ha), caracterização da malha fundiário e diagnóstico fundiário dos municípios nos Lotes abaixo,nas condições estabelecidas neste edital e seus anexos.",TOPODATUM TOPOGRAFIA LTDA - ME,21200003,422364194.0,731,-0.691759,76,MÉDIO,2026-03-03,2026-04-01 03:30:38.886382
25/2025,"Contratação da empresa Brasileira de Correios e Telégrafos, referente a prestação de serviços postais dos Correios, como PAC, SEDEX, Carta Registrada, Correio Nacional, Logística Reversa, Aviso de Recebimento, e Caixa, para atender as demandas logísticas e operacionais da Secretaria do Meio Ambiente e Mudança do Clima.",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,57000000,1250000.0,1826,-0.691515,76,MÉDIO,2025-11-18,2026-04-01 03:30:38.886382
13754182/2025,CONTRATAR EMPRESA PARA OS SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA A FACULDADE DE CRATEUS - CVT.,COMPANHIA ENERGETICA DO CEARA COELCE,31200001,1200000.0,1826,-0.691401,76,MÉDIO,2025-04-03,2026-04-01 03:30:38.886382
332/2025,"Contratação do SISTEMA INTEGRADO DE SANEAMENTO RURAL DA BACIA
HIDROGRÁFICA DO SALGADO, para prestação de serviços de fornecimento de água tratada e/ou esgotamento sanitário, através do
procedimento de inexigibilidade de licitação por se tratar de uma entidade que congrega as associações comunitárias com Sistema de
Abastecimento de Água e Esgoto, pertencente a referida Bacia e às circunvizinhanças, no Estado do Ceará, é a instituição que tem
concessão para a prestação dos serviços de fornecimento de água e/ou coleta de esgoto sanitário com exclusividade no Distrito de
Buritizinho, Mauriti ¿ CE, conforme a Lei Municipal de nº 1556/2019, de 18 de Setembro de 2019 e Declaração de Exclusividade emitida
pelo SISAR BSA (anexa ao processo). O SISAR é prestador de serviços de natureza essencial e contínua que tem como premissa a
prestação de serviços de fornecimento de água tratada e/ou esgotamento sanitário",SISTEMA INTEGRADO DE SANEAMENTO RURAL,22000000,1200000.0,1826,-0.691401,76,MÉDIO,2025-08-28,2026-04-01 03:30:38.886382
9912689745,"Serviços cujo o objeto é a contratação da empresa Brasileira de Correios e Telégrafos, referente a prestação de serviços de postagens, Pacote Bronze.A contratação do pacote de serviços postais dos Correios, como PAC, SEDEX, Carta Registrada, Correio Nacional, Logística Reversa, Aviso de Recebimento, e Caixa, para atender as demandas logísticas e operacionais da Perícia Forense do Estado do Ceará e seus Núcleos Regionais.",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,10100007,1200000.0,1826,-0.691401,76,MÉDIO,2025-08-12,2026-04-01 03:30:38.886382
1320/2025,"CONTRATUALIZAÇÃO DO SALDO DISPONÍVEL NA ATA DE REGISTRO DE PREÇO Nº 2025/21791, TENDO COMO OBJETO OS SERVIÇOS ESPECIALIZADOS/ANO EM HORAS, SOBREAVISOS E PROCEDIMENTOS CIRÚRGICOS NA CATEGORIA DE MÉDICO CIRURGIÃO GERAL, POR UM PRAZO DE 12 (DOZE) MESES, PARA ATENDER ÀS NECESSIDADES DO HOSPITAL GERAL DE FORTALEZA (HGF), VINCULADO À SECRETARIA DA SAÚDE DO ESTADO DO CEARÁ (SESA).",COOPERATIVA DOS CIRURG GERAIS DO CEARA,24200184,2054304256.0,365,-0.690941,76,MÉDIO,2025-11-14,2026-04-01 03:30:38.886382
007/2025,"Aquisição do Imóvel Fazenda Santa Maria, no município de Crateús",EDMILSON MOURAO SOARES,21200003,248670851.0,90,-0.690922,76,MÉDIO,2025-09-05,2026-04-01 03:30:38.886382
055/2025,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS CONTÍNUOS A SEREM EXECUTADOS COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA TERCEIRIZADA, REGIDOS PELA CONSOLIDAÇÃO DA LEIS TRABALHISTAS (CLT) NA ÁREA TÉCNICA E ADMINISTRATIVA, CONDIÇÕES E QUANTIDADES ESTABELECIDAS, DE ACORDO COM O CONTRATO 055/2025.",CERTA SERVIÇOS EMPRESARIAIS E REPRESENTAÇÕES EIRELI,19000000,1996583916.0,365,-0.690474,75,MÉDIO,2025-06-17,2026-04-01 03:30:38.886382
948/2025,"Contratualização da ATA  2025/08467, por 12 (doze) meses, no valor de R$ 19.850.153,88, para suprir as necessidades do HMCASG.",COOPERATIVA DE TRABALHO DE ATENDIMENTO PRE-HOSPITALAR LTDA COAPH,24200214,1985015388.0,365,-0.690474,75,MÉDIO,2025-08-21,2026-04-01 03:30:38.886382
36/2025,Fornecimento dos serviços de abastecimento de água e de esgotamento sanitário na Ematerce do município de Granja -Ce,SAAE SERV AUTONOMO AGUA ESGOTO GRANJA,21200001,10000.0,1826,-0.690022,75,MÉDIO,2025-12-01,2026-04-01 03:30:38.886382
33/2025,"PRESTAÇÃO DE SERVIÇO DE FORNECIMENTO DE ÁGUA TRATADA E COLETA DE ESGOTO SANITÁRIO EM PRÉDIO DA EMATERCE, LOCALIZADO NO MUNICÍPIO DE ICAPUÍ-CE",SERVIÇO AUTONOMO DE AGUA E ESGOTO DE ICAPUI,21200001,10000.0,1826,-0.690022,75,MÉDIO,2025-11-25,2026-04-01 03:30:38.886382
394/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada nas
unidades de ensino e administrativas vinculadas a Secretaria da Educação (LOTE 2), regidos pela
Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades
estabelecidas no Termo de Referência e seus anexos.
 EMPRESA FORTAL
EMPREENDIMENTOS LTDA.",FORTAL EMPREENDIMENTOS EIRELI,22000000,1978056684.0,365,-0.690007,75,MÉDIO,2025-10-08,2026-04-01 03:30:38.886382
137/2025,"Pavimentação da Rodovia CE-378 no trecho: Barrocas ao KM 8,5 da CE-378, com extensão de 8,57 KM.",J L CONSTRUCOES E LOCACOES LTDA,43200007,705778328.0,218,-0.689228,75,MÉDIO,2025-07-31,2026-04-01 03:30:38.886382
17/2025,TEM COMO OBJETIVO A AQUISIÇÃO DO MATERIAL DE EXPEDIENTE PARA ATENDER AS NECESSIDADES DA EEMTI FRANCISCO GUERREIRO CHAVES - EEMTI FRANCISCO GUERREIRO CHAVES - COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (CREDE 10 - RUSSAS),M.G.C. DE ALMEIDA GOMES,22000000,897.0,60,-0.688966,75,MÉDIO,2025-10-28,2026-04-01 03:30:38.886382
175/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis
Trabalhistas (CLT) para as categorias do Lote II, condições e quantidades estabelecidas no Termo de
Referência e seus anexos. EMPRESA
FORTAL TERCEIRIZAÇÃO DE MÃO DE OBRA
LTDA.",FORTAL TERCEIRIZAÇÃO DE MÃO DE OBRA LTDA,22000000,1939941768.0,365,-0.68884,75,MÉDIO,2025-04-15,2026-04-01 03:30:38.886382
003/2025,"Contratação da Companhia de Água e Esgoto do Ceará ¿ CAGECE, empresa especializada, na prestação do serviço de fornecimento de água tratada e rede de esgoto, para atender demanda da sede IDACE.",COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,21200003,240000.0,3652,-0.688446,75,MÉDIO,2025-04-16,2026-04-01 03:30:38.886382
24/2025,Contratação de Serviços Técnicos Especializados de Pesquisa e Aconselhamento em Tecnologia da Informação.,GARTNER DO BRASIL SERV DE PESQUISAS LTDA,46000000,251581248.0,791,-0.688379,74,MÉDIO,2025-10-24,2026-04-01 03:30:38.886382
1466/2025,"Contratualização da ATA Nº 195/2025, por 06 (seis) meses, no valor de R$ 4.923.715,66, para atender as necessidades do HCASG.",SAO JUDAS MATERIAIS MEDICOS LTDA,24200214,492371566.0,181,-0.688316,74,MÉDIO,2025-12-10,2026-04-01 03:30:38.886382
004/CIDADES/2025,"Serviços de Manutenção, Conservação e Limpeza dos Espaços Urbanos Estruturados pela Secretaria das Cidades (vias passeios, ciclovias, praças, áreas de lazer) no âmbito do Projeto Maranguapinho.",CONSORCIO OBRAS CEARA-JMV-CCS-SAMFER,43000000,374987829.0,730,-0.687765,74,MÉDIO,2025-04-08,2026-04-01 03:30:38.886382
82/2026,"MANUTENCAO PREVENTIVA E CORRETIVA EM EQUIPAMENTO HOSPITALAR - SERVICO DE MANUTENCAO PREVENTIVA, CORRETIVA, CALIBRACAO, SEGURANCA ELETRICA E REALIZACAO DE TREINAMENTO DOS
EQUIPAMENTOS MEDICO HOSPITALARES PARA O CENTRO DE ESPECIALIDADES ODONTOLOGICA RODOLFO TEOFILO",SCORPION ENGENHARIA E SERVICOS LTDA,24200344,234000.0,3652,-0.687739,74,MÉDIO,2026-01-26,2026-04-01 03:30:38.886382
012/2026,"Aquisição de Cabos Elétricos (1 KV) para o  Estádio Romeirão, em Juazeiro do Norte, no Ceará.",CONSÓRCIO ESTADIO ROMEIRÃO,43200007,474762716.0,181,-0.687618,74,MÉDIO,2026-02-26,2026-04-01 03:30:38.886382
31/2025,"Aquisição de solução SOC - Security Operations Center e respectivo serviço de implantação, posterior monitoramento e suporte técnico.",NTSEC SOLUCOES EM TELEINFORMATICA LTDA,46000000,48521400.0,1157,-0.687039,74,MÉDIO,2025-11-17,2026-04-01 03:30:38.886382
121/2025,"Construção do Núcleo Regional da Perícia Forense - PEFOCE, no município de Tianguá - CE.",CONSORCIO II CARNEIRO AZEVEDO E MIZE ENGENHARIA,10200014,571088495.0,608,-0.686967,74,MÉDIO,2025-07-01,2026-04-01 03:30:38.886382
10/2025,"O objeto do presente instrumento é o provimento de uma solução de captura com analíticos de vídeos para reconhecimento facial para o CFTV urbano do Governo do Estado do Ceará, nas condições estabelecidas neste Contrato, no Termo de Referência nº 07/2025-COTIC/SSPDS, e seus anexos, e na proposta da CONTRATADA.",EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA ETICE,10000000,59085600.0,1096,-0.686827,74,MÉDIO,2025-04-03,2026-04-01 03:30:38.886382
291/2025,CONSTRUÇÃO DE UMA EEEP NO MUNICÍPIO DE AMONTADA - CE,DUPLO M CONSTRUTORA LTDA,22000000,180078084.0,854,-0.686589,74,MÉDIO,2025-07-30,2026-04-01 03:30:38.886382
15/2025,"Contratação de solução de tecnologia da informação e comunicação de 14 (catorze) licenças de softwares de Design Gráfico, Autodesk AEC (Architecture, Engineering and Construction Collection), com subscrição por 36 (trinta e seis) meses, com direito de atualização e suporte, para a Procuradoria-Geral do Estado - PGE",MCR SISTEMAS E CONSULTORIA LTDA,13000000,48842136.0,1096,-0.686385,73,MÉDIO,2025-11-27,2026-04-01 03:30:38.886382
011/2025-FSPDS,"Contratação de empresa especializada em fornecimento de serviço de atualização tecnológica de solução Inseyets Online Unlimited Unlocks, do fabricante Cellebrite, para desbloqueio avançado de dispositivos computacionais portáteis com sistemas operacionais Android e IOS, bloqueados por senha, pelo período de subscrição por 3 (três) anos, para os setores de Inteligência desta Segurança Pública e Defesa Social ¿ SSPDS CE, de acordo com as especificações técnicas e quantitativos previstos no Estudo Técnico Preliminar anexo ao Termo de Referência.",TECHBIZ FORENSE DIGITAL LTDA,10200006,44856960.0,1096,-0.685946,73,MÉDIO,2025-08-28,2026-04-01 03:30:38.886382
38/2025,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE BANABUIÚ -CE,SERV AUTON DE AGUA E ESGOTO DE BANABUIU,21200001,13000.0,1826,-0.685737,73,MÉDIO,2026-02-05,2026-04-01 03:30:38.886382
